EndUID,Has_Hammer,PowerPlayBool,EndID,PrevScoreDiff,PrevEndDiff,Result
23240026_15_3_13_8,0,0.0,8,1.0,2.0,0
23240026_15_3_13_9,1,0.0,9,0.0,-1.0,1
23240026_15_3_16_1,1,0.0,1,0.0,0.0,1
23240026_15_3_16_2,0,0.0,2,1.0,1.0,1
23240026_15_3_16_3,0,0.0,3,2.0,1.0,0
23240026_15_3_16_4,1,0.0,4,-2.0,-4.0,3
23240026_15_3_16_5,0,0.0,5,1.0,3.0,0
23240026_15_3_16_6,1,1.0,6,0.0,-1.0,1
23240026_15_3_16_7,0,0.0,7,1.0,1.0,0
23240026_15_3_16_8,1,0.0,8,-1.0,-2.0,1
23240026_15_3_16_9,0,0.0,9,0.0,1.0,0
23240026_15_4_11_1,0,0.0,1,0.0,0.0,0
23240026_15_4_11_2,1,0.0,2,-2.0,-2.0,0
23240026_15_4_11_3,1,1.0,3,-5.0,-3.0,3
23240026_15_4_11_4,0,0.0,4,-2.0,3.0,0
23240026_15_4_11_5,1,0.0,5,-3.0,-1.0,2
23240026_15_4_11_6,0,0.0,6,-1.0,2.0,2
23240026_15_4_11_7,0,0.0,7,1.0,2.0,0
23240026_15_4_11_8,1,0.0,8,0.0,-1.0,3
23240026_15_4_34_1,1,0.0,1,0.0,0.0,2
23240026_15_4_34_2,0,0.0,2,2.0,2.0,3
23240026_15_4_34_3,0,0.0,3,5.0,3.0,0
23240026_15_4_34_4,1,0.0,4,2.0,-3.0,1
23240026_15_4_34_5,0,0.0,5,3.0,1.0,0
23240026_15_4_34_6,1,0.0,6,1.0,-2.0,0
23240026_15_4_34_7,1,1.0,7,-1.0,-2.0,1
23240026_15_4_34_8,0,0.0,8,0.0,1.0,0
23240026_15_5_24_1,0,0.0,1,0.0,0.0,0
23240026_15_5_24_2,1,0.0,2,-2.0,-2.0,3
23240026_15_5_24_3,0,0.0,3,1.0,3.0,1
23240026_15_5_24_4,0,0.0,4,2.0,1.0,0
23240026_15_5_24_5,1,0.0,5,0.0,-2.0,0
23240026_15_5_24_6,1,0.0,6,-1.0,-1.0,1
23240026_15_5_24_7,0,0.0,7,0.0,1.0,1
23240026_15_5_24_8,0,0.0,8,1.0,1.0,0
23240026_15_5_37_1,1,0.0,1,0.0,0.0,2
23240026_15_5_37_2,0,0.0,2,2.0,2.0,0
23240026_15_5_37_3,1,0.0,3,-1.0,-3.0,0
23240026_15_5_37_4,1,0.0,4,-2.0,-1.0,2
23240026_15_5_37_5,0,0.0,5,0.0,2.0,1
23240026_15_5_37_6,0,0.0,6,1.0,1.0,0
23240026_15_5_37_7,1,1.0,7,0.0,-1.0,0
23240026_15_5_37_8,1,0.0,8,-1.0,-1.0,3
23240026_16_1_19_1,0,0.0,1,0.0,0.0,0
23240026_16_1_19_2,1,0.0,2,-1.0,-1.0,3
23240026_16_1_19_3,0,0.0,3,2.0,3.0,0
23240026_16_1_19_4,1,0.0,4,1.0,-1.0,3
23240026_16_1_19_5,0,0.0,5,4.0,3.0,0
23240026_16_1_19_6,1,1.0,6,3.0,-1.0,1
23240026_16_1_19_7,0,0.0,7,4.0,1.0,0
23240026_16_1_19_8,1,0.0,8,3.0,-1.0,0
23240026_16_1_22_1,1,0.0,1,0.0,0.0,1
23240026_16_1_22_2,0,0.0,2,1.0,1.0,0
23240026_16_1_22_3,1,0.0,3,-2.0,-3.0,1
23240026_16_1_22_4,0,0.0,4,-1.0,1.0,0
23240026_16_1_22_5,1,1.0,5,-4.0,-3.0,1
23240026_16_1_22_6,0,0.0,6,-3.0,1.0,0
23240026_16_1_22_7,1,0.0,7,-4.0,-1.0,1
23240026_16_1_22_8,0,0.0,8,-3.0,1.0,0
23240026_16_2_30_1,1,0.0,1,0.0,0.0,2
23240026_16_2_30_2,0,0.0,2,2.0,2.0,0
23240026_16_2_30_3,1,0.0,3,0.0,-2.0,0
23240026_16_2_30_4,1,0.0,4,-2.0,-2.0,1
23240026_16_2_30_5,0,0.0,5,-1.0,1.0,1
23240026_16_2_30_6,0,0.0,6,0.0,1.0,4
23240026_16_2_30_7,0,0.0,7,4.0,4.0,0
23240026_16_2_30_8,1,1.0,8,3.0,-1.0,0
23240026_16_2_44_1,0,0.0,1,0.0,0.0,0
23240026_16_2_44_2,1,0.0,2,-2.0,-2.0,2
23240026_16_2_44_3,0,0.0,3,0.0,2.0,2
23240026_16_2_44_4,0,0.0,4,2.0,2.0,0
23240026_16_2_44_5,1,0.0,5,1.0,-1.0,0
23240026_16_2_44_6,1,0.0,6,0.0,-1.0,0
23240026_16_2_44_7,1,1.0,7,-4.0,-4.0,1
23240026_16_2_44_8,0,0.0,8,-3.0,1.0,0
23240026_16_3_10_1,1,0.0,1,0.0,0.0,2
23240026_16_3_10_2,0,0.0,2,2.0,2.0,1
23240026_16_3_10_3,0,0.0,3,3.0,1.0,0
23240026_16_3_10_4,1,0.0,4,2.0,-1.0,2
23240026_16_3_10_5,0,0.0,5,4.0,2.0,0
23240026_16_3_10_6,1,0.0,6,1.0,-3.0,3
23240026_16_3_10_7,0,0.0,7,4.0,3.0,3
23240026_16_3_46_1,0,0.0,1,0.0,0.0,0
23240026_16_3_46_2,1,0.0,2,-2.0,-2.0,0
23240026_16_3_46_3,1,0.0,3,-3.0,-1.0,1
23240026_16_3_46_4,0,0.0,4,-2.0,1.0,0
23240026_16_3_46_5,1,1.0,5,-4.0,-2.0,3
23240026_16_3_46_6,0,0.0,6,-1.0,3.0,0
23240026_16_3_46_7,1,0.0,7,-4.0,-3.0,0
23240026_16_4_14_1,1,0.0,1,0.0,0.0,1
23240026_16_4_14_2,0,0.0,2,1.0,1.0,1
23240026_16_4_14_3,0,0.0,3,2.0,1.0,0
23240026_16_4_14_4,1,0.0,4,1.0,-1.0,2
23240026_16_4_14_5,0,0.0,5,3.0,2.0,0
23240026_16_4_14_6,1,0.0,6,1.0,-2.0,0
23240026_16_4_14_7,1,1.0,7,0.0,-1.0,2
23240026_16_4_14_8,0,0.0,8,2.0,2.0,0
23240026_16_4_43_1,0,0.0,1,0.0,0.0,0
23240026_16_4_43_2,1,0.0,2,-1.0,-1.0,0
23240026_16_4_43_3,1,0.0,3,-2.0,-1.0,1
23240026_16_4_43_4,0,0.0,4,-1.0,1.0,0
23240026_16_4_43_5,1,1.0,5,-3.0,-2.0,2
23240026_16_4_43_6,0,0.0,6,-1.0,2.0,1
23240026_16_4_43_7,0,0.0,7,0.0,1.0,0
23240026_16_4_43_8,1,0.0,8,-2.0,-2.0,0
23240026_16_5_20_1,1,0.0,1,0.0,0.0,2
23240026_16_5_20_2,0,0.0,2,2.0,2.0,2
23240026_16_5_20_3,0,0.0,3,4.0,2.0,2
23240026_16_5_20_4,0,0.0,4,6.0,2.0,2
23240026_16_5_20_5,0,0.0,5,8.0,2.0,1
23240026_16_5_20_6,0,0.0,6,9.0,1.0,1
23240026_16_5_25_1,0,0.0,1,0.0,0.0,0
23240026_16_5_25_2,1,0.0,2,-2.0,-2.0,0
23240026_16_5_25_3,1,0.0,3,-4.0,-2.0,0
23240026_16_5_25_4,1,1.0,4,-6.0,-2.0,0
23240026_16_5_25_5,1,0.0,5,-8.0,-2.0,0
23240026_16_5_25_6,1,0.0,6,-9.0,-1.0,0
23240026_17_1_16_1,0,0.0,1,0.0,0.0,2
23240026_17_1_16_2,0,0.0,2,2.0,2.0,0
23240026_17_1_16_3,1,0.0,3,1.0,-1.0,0
23240026_17_1_16_4,1,0.0,4,-1.0,-2.0,2
23240026_17_1_16_5,0,0.0,5,1.0,2.0,1
23240026_17_1_16_6,0,0.0,6,2.0,1.0,0
23240026_17_1_16_7,1,1.0,7,0.0,-2.0,3
23240026_17_1_16_8,0,0.0,8,3.0,3.0,0
23240026_17_1_18_1,1,0.0,1,0.0,0.0,0
23240026_17_1_18_2,1,0.0,2,-2.0,-2.0,1
23240026_17_1_18_3,0,0.0,3,-1.0,1.0,2
23240026_17_1_18_4,0,0.0,4,1.0,2.0,0
23240026_17_1_18_5,1,0.0,5,-1.0,-2.0,0
23240026_17_1_18_6,1,1.0,6,-2.0,-1.0,2
23240026_17_1_18_7,0,0.0,7,0.0,2.0,0
23240026_17_1_18_8,1,0.0,8,-3.0,-3.0,2
23240026_17_2_13_1,0,0.0,1,0.0,0.0,1
23240026_17_2_13_2,0,0.0,2,1.0,1.0,0
23240026_17_2_13_3,1,0.0,3,0.0,-1.0,0
23240026_17_2_13_4,1,0.0,4,-1.0,-1.0,1
23240026_17_2_13_5,0,0.0,5,0.0,1.0,0
23240026_17_2_13_6,1,1.0,6,-3.0,-3.0,1
23240026_17_2_13_7,0,0.0,7,-2.0,1.0,0
23240026_17_2_13_8,1,0.0,8,-5.0,-3.0,0
23240026_17_2_37_1,1,0.0,1,0.0,0.0,0
23240026_17_2_37_2,1,0.0,2,-1.0,-1.0,1
23240026_17_2_37_3,0,0.0,3,0.0,1.0,1
23240026_17_2_37_4,0,0.0,4,1.0,1.0,0
23240026_17_2_37_5,1,0.0,5,0.0,-1.0,3
23240026_17_2_37_6,0,0.0,6,3.0,3.0,0
23240026_17_2_37_7,1,1.0,7,2.0,-1.0,3
23240026_17_2_37_8,0,0.0,8,5.0,3.0,0
23240026_17_3_17_1,1,0.0,1,0.0,0.0,3
23240026_17_3_17_2,0,0.0,2,3.0,3.0,1
23240026_17_3_17_3,0,0.0,3,4.0,1.0,0
23240026_17_3_17_4,1,0.0,4,3.0,-1.0,1
23240026_17_3_17_5,0,0.0,5,4.0,1.0,0
23240026_17_3_17_6,1,1.0,6,3.0,-1.0,0
23240026_17_3_17_7,1,0.0,7,2.0,-1.0,2
23240026_17_3_17_8,0,0.0,8,4.0,2.0,2
23240026_17_3_34_1,0,0.0,1,0.0,0.0,0
23240026_17_3_34_2,1,0.0,2,-3.0,-3.0,0
23240026_17_3_34_3,1,0.0,3,-4.0,-1.0,1
23240026_17_3_34_4,0,0.0,4,-3.0,1.0,0
23240026_17_3_34_5,1,1.0,5,-4.0,-1.0,1
23240026_17_3_34_6,0,0.0,6,-3.0,1.0,1
23240026_17_3_34_7,0,0.0,7,-2.0,1.0,0
23240026_17_3_34_8,1,0.0,8,-4.0,-2.0,0
23240026_17_4_15_1,1,0.0,1,0.0,0.0,2
23240026_17_4_15_2,0,0.0,2,2.0,2.0,0
23240026_17_4_15_3,1,0.0,3,1.0,-1.0,2
23240026_17_4_15_4,0,0.0,4,3.0,2.0,0
23240026_17_4_15_5,1,0.0,5,1.0,-2.0,0
23240026_17_4_15_6,1,0.0,6,-2.0,-3.0,0
23240026_17_4_15_7,1,1.0,7,-3.0,-1.0,2
23240026_17_4_15_8,0,0.0,8,-1.0,2.0,0
23240026_17_4_24_1,0,0.0,1,0.0,0.0,0
23240026_17_4_24_2,1,0.0,2,-2.0,-2.0,1
23240026_17_4_24_3,0,0.0,3,-1.0,1.0,0
23240026_17_4_24_4,1,0.0,4,-3.0,-2.0,2
23240026_17_4_24_5,0,0.0,5,-1.0,2.0,3
23240026_17_4_24_6,0,0.0,6,2.0,3.0,1
23240026_17_4_24_7,0,0.0,7,3.0,1.0,0
23240026_17_4_24_8,1,1.0,8,1.0,-2.0,1
23240026_17_5_11_1,0,0.0,1,0.0,0.0,0
23240026_17_5_11_2,1,0.0,2,-1.0,-1.0,0
23240026_17_5_11_3,1,0.0,3,-2.0,-1.0,3
23240026_17_5_11_4,0,0.0,4,1.0,3.0,1
23240026_17_5_11_5,0,0.0,5,2.0,1.0,0
23240026_17_5_11_6,1,1.0,6,-1.0,-3.0,1
23240026_17_5_11_7,0,0.0,7,0.0,1.0,0
23240026_17_5_11_8,1,0.0,8,-1.0,-1.0,0
23240026_17_5_51_1,1,0.0,1,0.0,0.0,1
23240026_17_5_51_2,0,0.0,2,1.0,1.0,1
23240026_17_5_51_3,0,0.0,3,2.0,1.0,0
23240026_17_5_51_4,1,0.0,4,-1.0,-3.0,0
23240026_17_5_51_5,1,0.0,5,-2.0,-1.0,3
23240026_17_5_51_6,0,0.0,6,1.0,3.0,0
23240026_17_5_51_7,1,1.0,7,0.0,-1.0,1
23240026_17_5_51_8,0,0.0,8,1.0,1.0,1
23240026_18_1_30_1,1,0.0,1,0.0,0.0,0
23240026_18_1_30_2,1,0.0,2,-1.0,-1.0,1
23240026_18_1_30_3,0,0.0,3,0.0,1.0,0
23240026_18_1_30_4,1,0.0,4,-1.0,-1.0,0
23240026_18_1_30_5,1,1.0,5,-4.0,-3.0,0
23240026_18_1_30_6,1,0.0,6,-6.0,-2.0,1
23240026_18_1_46_1,0,0.0,1,0.0,0.0,1
23240026_18_1_46_2,0,0.0,2,1.0,1.0,0
23240026_18_1_46_3,1,0.0,3,0.0,-1.0,1
23240026_18_1_46_4,0,0.0,4,1.0,1.0,3
23240026_18_1_46_5,0,0.0,5,4.0,3.0,2
23240026_18_1_46_6,0,0.0,6,6.0,2.0,0
23240026_18_2_10_1,0,0.0,1,0.0,0.0,3
23240026_18_2_10_2,0,0.0,2,3.0,3.0,0
23240026_18_2_10_3,1,0.0,3,2.0,-1.0,2
23240026_18_2_10_4,0,0.0,4,4.0,2.0,0
23240026_18_2_10_5,1,0.0,5,2.0,-2.0,1
23240026_18_2_10_6,0,0.0,6,3.0,1.0,0
23240026_18_2_10_7,1,1.0,7,0.0,-3.0,6
23240026_18_2_20_1,1,0.0,1,0.0,0.0,0
23240026_18_2_20_2,1,0.0,2,-3.0,-3.0,1
23240026_18_2_20_3,0,0.0,3,-2.0,1.0,0
23240026_18_2_20_4,1,0.0,4,-4.0,-2.0,2
23240026_18_2_20_5,0,0.0,5,-2.0,2.0,0
23240026_18_2_20_6,1,1.0,6,-3.0,-1.0,3
23240026_18_2_20_7,0,0.0,7,0.0,3.0,0
23240026_18_3_43_1,1,0.0,1,0.0,0.0,0
23240026_18_3_43_2,1,0.0,2,-1.0,-1.0,0
23240026_18_3_43_3,1,0.0,3,-2.0,-1.0,0
23240026_18_3_43_4,1,0.0,4,-3.0,-1.0,2
23240026_18_3_43_5,0,0.0,5,-1.0,2.0,2
23240026_18_3_43_6,0,0.0,6,1.0,2.0,1
23240026_18_3_43_7,0,0.0,7,2.0,1.0,0
23240026_18_3_43_8,1,1.0,8,-2.0,-4.0,0
23240026_18_3_44_1,0,0.0,1,0.0,0.0,1
23240026_18_3_44_2,0,0.0,2,1.0,1.0,1
23240026_18_3_44_3,0,0.0,3,2.0,1.0,1
23240026_18_3_44_4,0,0.0,4,3.0,1.0,0
23240026_18_3_44_5,1,0.0,5,1.0,-2.0,0
23240026_18_3_44_6,1,0.0,6,-1.0,-2.0,0
23240026_18_3_44_7,1,1.0,7,-2.0,-1.0,4
23240026_18_3_44_8,0,0.0,8,2.0,4.0,0
23240026_18_4_22_1,0,0.0,1,0.0,0.0,0
23240026_18_4_22_2,1,0.0,2,-1.0,-1.0,0
23240026_18_4_22_3,1,0.0,3,-4.0,-3.0,1
23240026_18_4_22_4,0,0.0,4,-3.0,1.0,0
23240026_18_4_22_5,1,1.0,5,-4.0,-1.0,0
23240026_18_4_22_6,1,0.0,6,-5.0,-1.0,0
23240026_18_4_25_1,1,0.0,1,0.0,0.0,1
23240026_18_4_25_2,0,0.0,2,1.0,1.0,3
23240026_18_4_25_3,0,0.0,3,4.0,3.0,0
23240026_18_4_25_4,1,0.0,4,3.0,-1.0,1
23240026_18_4_25_5,0,0.0,5,4.0,1.0,1
23240026_18_4_25_6,0,0.0,6,5.0,1.0,1
23240026_18_5_14_1,0,0.0,1,0.0,0.0,1
23240026_18_5_14_2,0,0.0,2,1.0,1.0,0
23240026_18_5_14_3,1,0.0,3,-1.0,-2.0,2
23240026_18_5_14_4,0,0.0,4,1.0,2.0,0
23240026_18_5_14_5,1,0.0,5,0.0,-1.0,2
23240026_18_5_14_6,0,0.0,6,2.0,2.0,0
23240026_18_5_14_7,1,1.0,7,1.0,-1.0,3
23240026_18_5_14_8,0,0.0,8,4.0,3.0,0
23240026_18_5_19_1,1,0.0,1,0.0,0.0,0
23240026_18_5_19_2,1,0.0,2,-1.0,-1.0,2
23240026_18_5_19_3,0,0.0,3,1.0,2.0,0
23240026_18_5_19_4,1,0.0,4,-1.0,-2.0,1
23240026_18_5_19_5,0,0.0,5,0.0,1.0,0
23240026_18_5_19_6,1,1.0,6,-2.0,-2.0,1
23240026_18_5_19_7,0,0.0,7,-1.0,1.0,0
23240026_18_5_19_8,1,0.0,8,-4.0,-3.0,0
23240026_1_1_11_1,0,0.0,1,0.0,0.0,1
23240026_1_1_11_2,0,0.0,2,1.0,1.0,0
23240026_1_1_11_3,1,0.0,3,-1.0,-2.0,2
23240026_1_1_11_4,0,0.0,4,1.0,2.0,0
23240026_1_1_11_5,1,0.0,5,0.0,-1.0,1
23240026_1_1_11_6,0,0.0,6,1.0,1.0,0
23240026_1_1_11_7,1,1.0,7,0.0,-1.0,0
23240026_1_1_11_8,1,0.0,8,-1.0,-1.0,0
23240026_1_1_15_1,1,0.0,1,0.0,0.0,0
23240026_1_1_15_2,1,0.0,2,-1.0,-1.0,2
23240026_1_1_15_3,0,0.0,3,1.0,2.0,0
23240026_1_1_15_4,1,0.0,4,-1.0,-2.0,1
23240026_1_1_15_5,0,0.0,5,0.0,1.0,0
23240026_1_1_15_6,1,0.0,6,-1.0,-1.0,1
23240026_1_1_15_7,0,0.0,7,0.0,1.0,1
23240026_1_1_15_8,0,0.0,8,1.0,1.0,1
23240026_1_2_24_1,0,0.0,1,0.0,0.0,1
23240026_1_2_24_2,0,0.0,2,1.0,1.0,1
23240026_1_2_24_3,0,0.0,3,2.0,1.0,1
23240026_1_2_24_4,0,0.0,4,3.0,1.0,0
23240026_1_2_24_5,1,0.0,5,2.0,-1.0,1
23240026_1_2_24_6,0,0.0,6,3.0,1.0,0
23240026_1_2_24_7,1,0.0,7,2.0,-1.0,1
23240026_1_2_24_8,0,0.0,8,3.0,1.0,0
23240026_1_2_34_1,1,0.0,1,0.0,0.0,0
23240026_1_2_34_2,1,0.0,2,-1.0,-1.0,0
23240026_1_2_34_3,1,0.0,3,-2.0,-1.0,0
23240026_1_2_34_4,1,0.0,4,-3.0,-1.0,1
23240026_1_2_34_5,0,0.0,5,-2.0,1.0,0
23240026_1_2_34_6,1,1.0,6,-3.0,-1.0,1
23240026_1_2_34_7,0,0.0,7,-2.0,1.0,0
23240026_1_2_34_8,1,0.0,8,-3.0,-1.0,0
23240026_1_3_37_1,1,0.0,1,0.0,0.0,4
23240026_1_3_37_2,0,0.0,2,4.0,4.0,0
23240026_1_3_37_3,1,0.0,3,3.0,-1.0,0
23240026_1_3_37_4,1,0.0,4,1.0,-2.0,1
23240026_1_3_37_5,0,0.0,5,2.0,1.0,0
23240026_1_3_37_6,1,1.0,6,1.0,-1.0,2
23240026_1_3_37_7,0,0.0,7,3.0,2.0,0
23240026_1_3_37_8,1,0.0,8,2.0,-1.0,0
23240026_1_3_51_1,0,0.0,1,0.0,0.0,0
23240026_1_3_51_2,1,0.0,2,-4.0,-4.0,1
23240026_1_3_51_3,0,0.0,3,-3.0,1.0,2
23240026_1_3_51_4,0,0.0,4,-1.0,2.0,0
23240026_1_3_51_5,1,0.0,5,-2.0,-1.0,1
23240026_1_3_51_6,0,0.0,6,-1.0,1.0,0
23240026_1_3_51_7,1,1.0,7,-3.0,-2.0,1
23240026_1_3_51_8,0,0.0,8,-2.0,1.0,0
23240026_1_4_13_1,1,0.0,1,0.0,0.0,0
23240026_1_4_13_2,1,0.0,2,-1.0,-1.0,2
23240026_1_4_13_3,0,0.0,3,1.0,2.0,0
23240026_1_4_13_4,1,0.0,4,0.0,-1.0,1
23240026_1_4_13_5,0,0.0,5,1.0,1.0,0
23240026_1_4_13_6,1,1.0,6,-2.0,-3.0,1
23240026_1_4_13_7,0,0.0,7,-1.0,1.0,0
23240026_1_4_13_8,1,0.0,8,-4.0,-3.0,0
23240026_1_4_18_1,0,0.0,1,0.0,0.0,1
23240026_1_4_18_2,0,0.0,2,1.0,1.0,0
23240026_1_4_18_3,1,0.0,3,-1.0,-2.0,1
23240026_1_4_18_4,0,0.0,4,0.0,1.0,0
23240026_1_4_18_5,1,0.0,5,-1.0,-1.0,3
23240026_1_4_18_6,0,0.0,6,2.0,3.0,0
23240026_1_4_18_7,1,1.0,7,1.0,-1.0,3
23240026_1_4_18_8,0,0.0,8,4.0,3.0,0
23240026_1_5_16_1,1,0.0,1,0.0,0.0,1
23240026_1_5_16_2,0,0.0,2,1.0,1.0,1
23240026_1_5_16_3,0,0.0,3,2.0,1.0,0
23240026_1_5_16_4,1,0.0,4,1.0,-1.0,0
23240026_1_5_16_5,1,0.0,5,0.0,-1.0,0
23240026_1_5_16_6,1,1.0,6,-1.0,-1.0,2
23240026_1_5_16_7,0,0.0,7,1.0,2.0,0
23240026_1_5_16_8,1,0.0,8,-1.0,-2.0,2
23240026_1_5_17_1,0,0.0,1,0.0,0.0,0
23240026_1_5_17_2,1,0.0,2,-1.0,-1.0,0
23240026_1_5_17_3,1,0.0,3,-2.0,-1.0,1
23240026_1_5_17_4,0,0.0,4,-1.0,1.0,1
23240026_1_5_17_5,0,0.0,5,0.0,1.0,1
23240026_1_5_17_6,0,0.0,6,1.0,1.0,0
23240026_1_5_17_7,1,1.0,7,-1.0,-2.0,2
23240026_1_5_17_8,0,0.0,8,1.0,2.0,0
23240026_2_1_14_1,0,0.0,1,0.0,0.0,0
23240026_2_1_14_2,1,0.0,2,-1.0,-1.0,0
23240026_2_1_14_3,1,0.0,3,-2.0,-1.0,0
23240026_2_1_14_4,1,0.0,4,-3.0,-1.0,1
23240026_2_1_14_5,0,0.0,5,-2.0,1.0,2
23240026_2_1_14_6,0,0.0,6,0.0,2.0,1
23240026_2_1_14_7,0,0.0,7,1.0,1.0,3
23240026_2_1_14_8,0,0.0,8,4.0,3.0,0
23240026_2_1_22_1,1,0.0,1,0.0,0.0,1
23240026_2_1_22_2,0,0.0,2,1.0,1.0,1
23240026_2_1_22_3,0,0.0,3,2.0,1.0,1
23240026_2_1_22_4,0,0.0,4,3.0,1.0,0
23240026_2_1_22_5,1,0.0,5,2.0,-1.0,0
23240026_2_1_22_6,1,1.0,6,0.0,-2.0,0
23240026_2_1_22_7,1,0.0,7,-1.0,-1.0,0
23240026_2_1_22_8,1,0.0,8,-4.0,-3.0,0
23240026_2_2_25_1,1,0.0,1,0.0,0.0,1
23240026_2_2_25_2,0,0.0,2,1.0,1.0,0
23240026_2_2_25_3,1,0.0,3,-2.0,-3.0,1
23240026_2_2_25_4,0,0.0,4,-1.0,1.0,0
23240026_2_2_25_5,1,0.0,5,-3.0,-2.0,1
23240026_2_2_25_6,0,0.0,6,-2.0,1.0,0
23240026_2_2_25_7,1,1.0,7,-3.0,-1.0,2
23240026_2_2_25_8,0,0.0,8,-1.0,2.0,0
23240026_2_2_43_1,0,0.0,1,0.0,0.0,0
23240026_2_2_43_2,1,0.0,2,-1.0,-1.0,3
23240026_2_2_43_3,0,0.0,3,2.0,3.0,0
23240026_2_2_43_4,1,0.0,4,1.0,-1.0,2
23240026_2_2_43_5,0,0.0,5,3.0,2.0,0
23240026_2_2_43_6,1,1.0,6,2.0,-1.0,1
23240026_2_2_43_7,0,0.0,7,3.0,1.0,0
23240026_2_2_43_8,1,0.0,8,1.0,-2.0,3
23240026_2_3_19_1,0,0.0,1,0.0,0.0,1
23240026_2_3_19_2,0,0.0,2,1.0,1.0,0
23240026_2_3_19_3,1,0.0,3,0.0,-1.0,0
23240026_2_3_19_4,1,0.0,4,-2.0,-2.0,2
23240026_2_3_19_5,0,0.0,5,0.0,2.0,0
23240026_2_3_19_6,1,1.0,6,-1.0,-1.0,2
23240026_2_3_19_7,0,0.0,7,1.0,2.0,0
23240026_2_3_19_8,1,0.0,8,0.0,-1.0,1
23240026_2_3_20_1,1,0.0,1,0.0,0.0,0
23240026_2_3_20_2,1,0.0,2,-1.0,-1.0,1
23240026_2_3_20_3,0,0.0,3,0.0,1.0,2
23240026_2_3_20_4,0,0.0,4,2.0,2.0,0
23240026_2_3_20_5,1,0.0,5,0.0,-2.0,1
23240026_2_3_20_6,0,0.0,6,1.0,1.0,0
23240026_2_3_20_7,1,1.0,7,-1.0,-2.0,1
23240026_2_3_20_8,0,0.0,8,0.0,1.0,0
23240026_2_4_10_1,1,0.0,1,0.0,0.0,2
23240026_2_4_10_2,0,0.0,2,2.0,2.0,2
23240026_2_4_10_3,0,0.0,3,4.0,2.0,0
23240026_2_4_10_4,1,0.0,4,3.0,-1.0,2
23240026_2_4_10_5,0,0.0,5,5.0,2.0,1
23240026_2_4_10_6,0,0.0,6,6.0,1.0,0
23240026_2_4_30_1,0,0.0,1,0.0,0.0,0
23240026_2_4_30_2,1,0.0,2,-2.0,-2.0,0
23240026_2_4_30_3,1,0.0,3,-4.0,-2.0,1
23240026_2_4_30_4,0,0.0,4,-3.0,1.0,0
23240026_2_4_30_5,1,1.0,5,-5.0,-2.0,0
23240026_2_4_30_6,1,0.0,6,-6.0,-1.0,1
23240026_2_5_44_1,1,0.0,1,0.0,0.0,0
23240026_2_5_44_2,1,0.0,2,-1.0,-1.0,1
23240026_2_5_44_3,0,0.0,3,0.0,1.0,0
23240026_2_5_44_4,1,0.0,4,-1.0,-1.0,0
23240026_2_5_44_5,1,0.0,5,-3.0,-2.0,1
23240026_2_5_44_6,0,0.0,6,-2.0,1.0,2
23240026_2_5_44_7,0,0.0,7,0.0,2.0,1
23240026_2_5_44_8,0,0.0,8,1.0,1.0,0
23240026_2_5_44_9,1,0.0,9,0.0,-1.0,0
23240026_2_5_46_1,0,0.0,1,0.0,0.0,1
23240026_2_5_46_2,0,0.0,2,1.0,1.0,0
23240026_2_5_46_3,1,0.0,3,0.0,-1.0,1
23240026_2_5_46_4,0,0.0,4,1.0,1.0,2
23240026_2_5_46_5,0,0.0,5,3.0,2.0,0
23240026_2_5_46_6,1,0.0,6,2.0,-1.0,0
23240026_2_5_46_7,1,1.0,7,0.0,-2.0,0
23240026_2_5_46_8,1,0.0,8,-1.0,-1.0,1
23240026_2_5_46_9,0,0.0,9,0.0,1.0,1
23240026_3_1_18_1,1,0.0,1,0.0,0.0,2
23240026_3_1_18_2,0,0.0,2,2.0,2.0,0
23240026_3_1_18_3,1,0.0,3,1.0,-1.0,1
23240026_3_1_18_4,0,0.0,4,2.0,1.0,0
23240026_3_1_18_5,1,0.0,5,1.0,-1.0,1
23240026_3_1_18_6,0,0.0,6,2.0,1.0,0
23240026_3_1_18_7,1,1.0,7,0.0,-2.0,2
23240026_3_1_18_8,0,0.0,8,2.0,2.0,2
23240026_3_1_24_1,0,0.0,1,0.0,0.0,0
23240026_3_1_24_2,1,0.0,2,-2.0,-2.0,1
23240026_3_1_24_3,0,0.0,3,-1.0,1.0,0
23240026_3_1_24_4,1,0.0,4,-2.0,-1.0,1
23240026_3_1_24_5,0,0.0,5,-1.0,1.0,0
23240026_3_1_24_6,1,1.0,6,-2.0,-1.0,2
23240026_3_1_24_7,0,0.0,7,0.0,2.0,0
23240026_3_1_24_8,1,0.0,8,-2.0,-2.0,0
23240026_3_2_13_1,0,0.0,1,0.0,0.0,0
23240026_3_2_13_2,1,0.0,2,-2.0,-2.0,0
23240026_3_2_13_3,1,0.0,3,-4.0,-2.0,0
23240026_3_2_13_4,1,1.0,4,-5.0,-1.0,2
23240026_3_2_13_5,0,0.0,5,-3.0,2.0,0
23240026_3_2_13_6,1,0.0,6,-5.0,-2.0,3
23240026_3_2_13_7,0,0.0,7,-2.0,3.0,0
23240026_3_2_13_8,1,0.0,8,-4.0,-2.0,0
23240026_3_2_15_1,1,0.0,1,0.0,0.0,2
23240026_3_2_15_2,0,0.0,2,2.0,2.0,2
23240026_3_2_15_3,0,0.0,3,4.0,2.0,1
